SampleId,SampleType,AverageNumberOfAddedLines,MaxNumberOfAddedLines,AgeInDays,AverageNumberOfDaysBetweenChanges,NumberOfBugFixes,CodeChurn,MeanCommitMessageLength,NumberOfRevisions,NumberOfCommitsWithoutMessage,DaysWithCommits,AverageNumberOfDeletedLines,MaxNumberOfDeletedLines,MeanAuthorCommits,NumberOfDistinctCommitters,AverageNumberOfModifiedLines,MaxNumberOfModifiedLines,NumberOfRefactorings,AuthorFragmentation,DaysPassedSinceTheLastChange,LambdaDensity,LinesOfCode,MethodReferenceDensity,NumberOfAccessorMethods,NumberOfLambdaExpressions,NumberOfMethodReferences,NumberOfMethods,NumberOfMutatorMethods,NumberOfPublicFields,NumberOfPrivateFields,WeightedMethodsPerClass,WeightedMethodsPerClassWithoutAccessorAndMutatorMethods,WeightOfClass,NumberOfPublicMethods,ResponseForClass,NumberOfFieldAnnotations
8912937,CLASS,81.8,313,605,45,1,221,109.6,5,0,5,37.6,93,361.5,2,119.4,313,0,1,380,0.0,7,0.0,0,0,0,1,0,0,0,1,1,1.0,1,2,0
8917316,CLASS,194.2,804,532,77,0,910,117.8,5,0,5,12.2,56,612.0,2,206.4,804,0,1,143,0.0,6,0.0,1,0,0,1,0,0,0,1,0,0.0,1,1,0
8923216,CLASS,36.0,71,1016,294,1,71,116.5,2,0,2,0.5,1,786.0,2,36.5,71,0,1,427,0.0,30,0.0,0,0,0,4,0,0,0,4,4,1.0,4,23,0
8937461,CLASS,32.2,125,1424,199,2,138,110.2,5,0,5,4.6,17,823.0,4,36.8,125,0,10,427,0.0,80,0.0,0,0,0,3,0,0,1,18,18,1.0,0,66,0
8951219,CLASS,3387.156862745098,36359,3853,24,4,254256,102.11764705882354,153,0,145,1725.3529411764705,31627,245.2549019607843,51,5112.509803921569,67986,5,3,52,0.0,28,0.0,0,0,0,2,0,0,1,3,3,1.0,2,12,0
8952196,CLASS,10.23076923076923,43,3853,292,1,59,98.92307692307692,13,0,13,5.6923076923076925,22,219.1,10,15.923076923076923,43,0,4,52,0.0,27,0.0,0,0,0,3,0,0,0,4,4,1.0,2,10,0
8962839,CLASS,1116.3684210526317,12996,2201,91,0,19854,114.26315789473684,19,0,14,71.42105263157895,858,382.25,12,1187.7894736842106,12996,3,1,466,0.0,6,0.0,1,0,0,1,0,0,0,1,0,0.0,1,1,0
8966683,CLASS,22.529411764705884,134,2157,108,1,172,112.0,17,0,16,12.411764705882353,49,913.6666666666666,3,34.94117647058823,134,1,2,318,0.0,108,0.0,1,0,0,5,0,0,2,21,20,0.8,4,14,0
8970191,CLASS,9.470588235294118,61,2507,111,4,104,54.76470588235294,17,0,16,3.3529411764705883,24,3087.3333333333335,6,12.823529411764707,61,3,6,610,0.0,28,0.0,0,0,0,3,0,1,0,3,3,1.0,2,7,0
8970601,CLASS,362.0,722,632,55,1,723,86.5,2,0,2,0.5,1,52.5,2,362.5,722,0,1,521,0.0,48,0.0,4,0,0,5,0,1,4,5,1,0.2,5,8,0
8978193,CLASS,14.565217391304348,124,4066,165,4,220,72.65217391304348,23,0,23,5.0,55,1940.9166666666667,12,19.565217391304348,148,1,32,260,0.0,124,0.0,6,0,0,20,2,1,1,30,18,0.6,19,20,0
8998802,CLASS,16.571428571428573,72,2945,257,3,6,49.0,7,0,6,15.714285714285714,77,1467.75,4,32.285714285714285,77,0,2,1142,0.0,47,0.0,0,0,0,7,0,0,1,8,8,1.0,7,28,0
9000410,CLASS,25.294117647058822,429,2613,36,8,884,80.3529411764706,68,0,59,12.294117647058824,419,1517.235294117647,17,37.588235294117645,794,5,6,130,0.0,51,0.0,0,0,0,1,0,0,4,7,7,1.0,1,15,0
9006303,CLASS,4.0,11,2475,565,3,1,70.75,4,0,4,3.75,11,2175.0,4,7.75,22,0,5,212,0.0,33,0.0,0,0,0,1,0,2,1,12,12,1.0,1,27,0
9008469,CLASS,28.714285714285715,142,1542,172,1,148,91.14285714285714,7,0,7,7.571428571428571,50,575.0,6,36.285714285714285,142,0,7,333,0.0,99,0.0,0,0,0,3,0,0,6,18,18,1.0,3,26,0
9012542,CLASS,15.0,198,2087,65,3,291,60.096774193548384,31,0,29,5.612903225806452,28,2265.0,7,20.612903225806452,198,1,3,66,0.0,26,0.0,0,0,0,0,0,7,0,0,0,0,0,0,0
9025710,CLASS,62.0,93,562,71,0,93,112.33333333333333,3,0,3,31.0,93,3634.0,1,93.0,93,0,4,347,0.0,56,0.0,0,0,0,3,0,2,3,8,8,1.0,1,28,0
9087398,CLASS,16.0,186,1481,51,7,245,110.24,25,0,16,6.2,55,1918.6,5,22.2,186,7,3,197,0.0,38,0.0,2,0,0,3,1,0,2,5,0,0.0,2,8,0
9094711,CLASS,7.454545454545454,36,1878,146,2,45,69.36363636363636,11,0,10,3.3636363636363638,16,1538.2,5,10.818181818181818,36,0,2,272,0.0,19,0.0,0,0,0,2,0,0,1,4,4,1.0,1,5,0
9092553,CLASS,29.63274336283186,1144,1705,7,47,2867,53.216814159292035,226,0,172,16.946902654867255,574,1197.8,10,46.57964601769911,1309,13,9,18,0.0,135,0.0,3,0,0,10,0,0,6,21,18,0.7,0,23,0
9095246,CLASS,7.666666666666667,42,1878,128,0,50,64.66666666666667,12,0,9,3.5,16,2183.5,4,11.166666666666666,42,0,2,340,0.0,24,0.0,3,0,0,3,0,0,2,3,0,0.0,3,5,0
9097418,CLASS,10.529411764705882,119,718,41,2,145,44.94117647058823,17,0,17,2.0,8,1237.375,8,12.529411764705882,119,1,6,19,0.0,103,0.0,3,0,0,8,0,0,2,15,12,0.625,7,36,2
9104666,CLASS,8.346938775510203,76,1878,31,5,114,55.775510204081634,49,0,42,6.020408163265306,65,1638.4,5,14.36734693877551,91,2,4,340,0.0,78,0.0,1,0,0,5,0,0,8,8,7,0.8,5,26,3
9102455,CLASS,12.814814814814815,137,1056,26,2,223,45.666666666666664,27,0,21,4.555555555555555,27,1746.8,5,17.37037037037037,164,0,5,340,0.0,164,0.0,0,0,0,7,0,0,9,26,26,1.0,0,56,9
9111577,CLASS,61.0,61,4543,0,0,61,27.0,1,0,1,0.0,0,2441.0,1,61.0,61,0,2,4543,0.0,17,0.0,1,0,0,3,0,0,0,3,2,0.6666666666666666,3,7,0
9114822,CLASS,71.8,349,4507,658,0,351,81.0,5,0,5,1.6,4,1374.5,2,73.4,349,1,5,1213,0.0,259,0.0,9,0,0,32,7,0,3,65,45,0.5,29,88,0
9117540,CLASS,43.5,56,4592,786,0,83,242.5,2,0,2,2.0,4,1448.0,1,45.5,56,0,25,3020,0.0,16,0.0,0,0,0,6,0,0,0,6,6,1.0,0,7,0
9117535,CLASS,31.5,37,5143,6,0,51,45.0,2,0,2,6.0,12,1267.0,2,37.5,38,0,1,5130,0.0,10,0.0,0,0,0,4,0,0,0,4,4,1.0,0,4,0
9135351,CLASS,25.333333333333332,59,5143,361,1,75,44.0,3,0,2,0.3333333333333333,1,1282.0,3,25.666666666666668,59,0,7,4059,0.0,15,0.0,0,0,0,1,0,0,0,4,4,1.0,1,1,0
9140757,CLASS,26.166666666666668,140,4067,423,6,155,71.5,6,0,6,0.3333333333333333,2,895.0,3,26.5,140,0,3,1527,0.0,79,0.0,0,0,0,7,0,1,0,13,13,1.0,5,31,0
9144201,CLASS,92.66666666666667,359,2176,54,2,405,80.83333333333333,12,0,9,58.916666666666664,347,1113.4,5,151.58333333333334,706,2,12,1521,0.0,242,0.0,2,0,0,23,0,0,4,47,45,0.9130434782608695,19,66,0
3962016,CLASS,11.883333333333333,259,2044,31,4,211,46.083333333333336,60,0,48,8.366666666666667,169,179.36363636363637,11,20.25,259,1,10,125,0.0,41,0.0,1,0,0,4,0,2,0,7,6,0.75,4,7,0
3972555,CLASS,98.0,196,452,47,0,193,48.5,2,0,2,1.5,3,275.0,2,99.5,196,0,2,358,0.0,6,0.0,0,0,0,2,0,0,0,2,2,1.0,0,2,0
3977475,CLASS,12.0,99,2917,163,4,99,91.15384615384616,13,0,7,4.384615384615385,15,730.0,2,16.384615384615383,99,1,1,789,0.0,33,0.0,0,0,0,2,0,0,0,6,6,1.0,2,6,0
3985224,CLASS,291.0,291,670,0,0,291,192.0,1,0,1,0.0,0,46.0,1,291.0,291,0,3,670,0.0,17,0.0,0,0,0,1,0,0,0,1,1,1.0,0,7,0
4039372,CLASS,220.6,1088,165,23,1,1085,48.4,5,0,5,3.6,13,547.5,4,224.2,1088,0,4,50,0.0,31,0.0,0,0,0,3,0,0,0,5,5,1.0,3,7,0
4040842,CLASS,24.714285714285715,83,555,69,0,155,98.85714285714286,7,0,6,2.5714285714285716,7,633.6666666666666,3,27.285714285714285,83,0,5,69,0.0,48,0.0,3,0,0,7,2,0,1,7,2,0.2857142857142857,7,10,0
4042826,CLASS,34.0,246,1337,31,0,234,53.75,8,0,6,4.75,21,272.6666666666667,3,38.75,246,0,8,1087,0.0,125,0.0,1,0,0,7,1,1,9,20,18,0.7142857142857143,7,15,0
4044534,CLASS,20.0,109,728,82,0,119,42.625,8,0,7,5.125,28,910.0,4,25.125,109,0,11,69,0.0,23,0.0,0,0,0,1,0,0,0,5,5,1.0,1,22,0
4059863,CLASS,16.0,84,1174,101,1,94,45.125,8,0,8,4.25,22,320.2,5,20.25,84,1,7,360,0.0,59,0.0,1,0,0,3,0,1,3,6,5,0.6666666666666666,3,26,2
4059685,CLASS,19.333333333333332,97,1045,104,0,97,42.666666666666664,6,0,6,3.1666666666666665,11,285.6666666666667,3,22.5,97,0,9,416,0.0,23,0.0,0,0,0,7,0,0,0,7,7,1.0,0,7,0
4058195,CLASS,11.428571428571429,69,707,91,0,73,41.42857142857143,7,0,7,1.0,2,739.2,5,12.428571428571429,69,0,12,69,0.0,23,0.0,0,0,0,3,0,0,0,5,5,1.0,2,21,0
4070938,CLASS,30.663265306122447,410,2912,28,4,1511,66.74489795918367,98,0,88,15.244897959183673,407,108.0,21,45.90816326530612,814,3,48,71,0.1342281879194631,745,0.0,31,1,0,73,10,0,5,114,73,0.4383561643835616,54,232,0
4074246,CLASS,25.675,204,2565,62,3,407,55.95,40,0,37,15.5,195,239.0,16,41.175,204,1,1,46,0.0,9,0.0,0,0,0,1,0,0,1,1,1,1.0,1,1,0
4075287,CLASS,16.454545454545453,209,2573,73,5,93,97.3030303030303,33,0,26,13.636363636363637,188,166.76923076923077,13,30.09090909090909,209,2,1,150,0.0,30,0.0,1,0,0,4,0,1,2,4,3,0.75,4,4,0
4090808,CLASS,13.075,122,2137,35,5,261,80.925,40,0,25,6.55,75,367.6363636363636,11,19.625,197,4,26,724,0.0,142,0.0,0,0,0,8,0,0,2,26,26,1.0,5,151,0
4096226,CLASS,22.657894736842106,235,2573,59,11,273,123.21052631578948,38,0,36,15.473684210526315,237,187.57142857142858,14,38.13157894736842,245,3,9,296,0.0,71,0.0,2,0,0,5,0,1,9,14,12,0.6,5,16,1
4096115,CLASS,9.0625,41,3046,165,0,13,42.6875,16,0,15,8.25,41,286.375,8,17.3125,41,0,3,396,0.0,14,0.0,0,0,0,6,0,0,0,6,6,1.0,6,6,0
4101310,CLASS,3.5,8,742,128,0,8,47.75,4,0,3,1.5,3,392.0,3,5.0,11,0,4,227,0.0,8,0.0,0,0,0,3,0,0,0,3,3,1.0,0,3,0
4106292,CLASS,10.0,30,1804,82,0,22,81.0,6,0,5,6.333333333333333,14,26.0,2,16.333333333333332,39,0,3,1307,0.0,21,0.0,0,0,0,1,0,0,0,3,3,1.0,1,4,0
4105521,CLASS,15.821428571428571,117,2324,78,4,231,76.85714285714286,28,0,27,7.571428571428571,42,214.2,10,23.392857142857142,117,3,9,120,0.0,80,0.0,2,0,0,7,0,0,8,11,9,0.7142857142857143,7,22,0
4110958,CLASS,25.0,49,822,15,0,50,79.5,2,0,2,0.0,0,673.5,2,25.0,49,0,2,791,0.0,17,0.0,0,0,0,2,0,0,1,3,3,1.0,1,12,0
4123555,CLASS,12.857142857142858,76,1892,40,4,426,79.4047619047619,42,0,35,2.7142857142857144,18,1434.857142857143,7,15.571428571428571,85,1,5,203,0.0,19,0.0,2,0,0,2,0,0,2,2,0,0.0,2,2,0
4122553,CLASS,5.5,32,1726,63,2,47,53.875,16,0,12,2.5625,18,1268.125,8,8.0625,32,1,2,710,0.0,15,0.0,0,0,0,6,0,0,0,6,6,1.0,0,6,0
4124615,CLASS,10.823529411764707,86,2516,24,10,183,79.22058823529412,68,0,42,8.132352941176471,59,808.5714285714286,14,18.955882352941178,105,8,24,859,0.0,114,0.0,0,0,0,9,0,0,1,25,25,1.0,7,133,0
4126029,CLASS,93.5,614,183,21,0,710,90.25,8,0,8,4.75,12,25.0,2,98.25,614,0,10,15,0.0,49,0.0,1,0,0,6,0,0,2,9,8,0.8333333333333334,4,16,0
4130065,CLASS,63.346666666666664,1231,2044,26,4,1616,73.57333333333334,75,0,67,41.8,1010,195.93333333333334,15,105.14666666666666,1462,3,6,20,0.0,41,0.0,1,0,0,4,0,2,0,5,4,0.75,4,13,0
4136680,CLASS,11.75,86,2508,126,1,51,76.5625,16,0,14,8.5625,32,595.75,4,20.3125,86,0,2,490,0.0,14,0.0,0,0,0,1,0,0,0,1,1,1.0,1,13,0
4139979,CLASS,22.13888888888889,107,1862,51,1,554,70.30555555555556,36,0,32,6.75,41,239.11111111111111,9,28.88888888888889,108,1,3,13,0.0,6,0.0,0,0,0,1,0,0,0,1,1,1.0,1,2,0
4141778,CLASS,44.21333333333333,899,2119,24,13,952,90.41333333333333,75,0,66,31.52,787,201.30769230769232,13,75.73333333333333,1535,2,4,255,0.0,16,0.0,0,0,0,2,0,0,0,2,2,1.0,2,4,0
4168378,CLASS,12.333333333333334,42,3638,204,2,39,92.66666666666667,6,0,6,5.833333333333333,16,257.5,4,18.166666666666668,42,0,2,2412,0.0,9,0.0,0,0,0,2,0,0,0,2,2,1.0,2,4,0
4169071,CLASS,14.789473684210526,97,3638,64,4,153,71.78947368421052,19,0,17,6.7368421052631575,28,206.4,5,21.526315789473685,97,1,5,2412,0.0,103,0.0,0,0,0,9,1,0,5,19,17,0.8888888888888888,8,31,0
4175432,CLASS,16.8,51,4443,262,1,60,40.0,5,0,4,4.8,23,1246.6666666666667,3,21.6,56,0,1,3132,0.0,25,0.0,0,0,0,1,0,0,0,3,3,1.0,1,3,0
4176983,CLASS,64.28571428571429,242,582,23,0,380,67.71428571428571,7,0,5,10.0,29,820.3333333333334,3,74.28571428571429,242,0,4,420,0.0,21,0.0,0,0,0,1,0,0,1,2,2,1.0,1,4,0
4194832,CLASS,4.1,29,4443,249,0,30,54.7,10,0,8,1.1,6,1789.5,2,5.2,29,2,1,1951,0.0,6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
4197096,CLASS,64.5,74,1533,643,1,116,61.5,2,0,2,6.5,13,792.0,2,71.0,74,0,5,246,0.0,57,0.0,3,0,0,9,0,0,2,13,10,0.6666666666666666,8,12,0
4198515,CLASS,34.56,306,4443,176,0,268,64.16,25,0,20,23.84,359,932.8333333333334,6,58.4,665,0,2,43,0.0,44,0.0,1,0,0,3,0,0,3,7,6,0.6666666666666666,3,10,0
4218788,CLASS,102.0,197,313,28,0,346,39.25,4,0,3,15.5,59,377.6666666666667,3,117.5,255,0,2,200,0.0,25,0.0,0,0,0,3,0,0,1,3,3,1.0,2,7,0
4218342,CLASS,7.25,22,2577,153,1,22,78.25,4,0,4,1.75,5,2968.0,3,9.0,27,0,2,1965,0.0,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
4217466,CLASS,16.5,55,1217,91,0,55,32.5,4,0,4,2.75,6,293.5,2,19.25,55,0,1,853,0.0,10,0.0,0,0,0,4,0,0,0,4,4,1.0,0,4,0
4232055,CLASS,25.781456953642383,731,3885,24,13,1696,64.81456953642385,151,0,91,14.549668874172186,440,290.27272727272725,11,40.33112582781457,1095,5,3,144,0.0,19,0.0,1,0,0,1,0,3,1,1,0,0.0,1,1,0
4234040,CLASS,16.166666666666668,120,6529,199,4,146,78.1,30,0,27,11.3,120,253.8,10,27.466666666666665,240,1,18,556,0.0,56,0.0,4,0,0,8,2,0,2,8,2,0.25,7,8,0
4248456,CLASS,11.625,44,3482,218,1,44,90.25,8,0,7,6.125,44,449.0,3,17.75,88,0,3,1734,0.0,6,0.0,0,0,0,2,0,0,0,2,2,1.0,0,2,0
4249169,CLASS,14.2,75,6109,346,3,37,26.866666666666667,15,0,15,11.733333333333333,57,73.25,8,25.933333333333334,75,0,1,909,0.0,8,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0
4272190,CLASS,7.333333333333333,79,4321,227,4,76,85.2,15,0,12,2.2666666666666666,16,392.2,5,9.6,79,1,10,905,0.0,19,0.0,0,0,0,1,0,1,2,2,2,1.0,0,1,0
4282818,CLASS,8.0,80,2700,65,2,79,93.875,16,0,16,3.0625,12,173.0,4,11.0625,80,0,16,1658,0.0,34,0.0,0,0,0,2,0,0,0,6,6,1.0,2,21,0
4292651,CLASS,10.333333333333334,31,2638,10,2,33,53.22222222222222,9,0,7,6.666666666666667,20,743.0,2,17.0,40,0,4,2546,0.0,14,0.0,1,0,0,1,0,0,2,1,0,0.0,1,1,0
4301023,CLASS,16.6,53,580,9,1,74,47.8,5,0,4,1.8,5,437.5,2,18.4,53,1,3,534,0.0,41,0.0,4,0,0,5,0,0,2,7,3,0.2,5,15,0
4325541,CLASS,64.0,128,1809,765,0,128,40.5,2,0,2,0.0,0,1305.0,1,64.0,128,0,1,278,0.0,200,0.0,1,0,0,32,0,0,1,60,59,0.96875,31,32,0
4329197,CLASS,10.4,39,4801,904,0,44,64.4,5,0,5,1.6,5,619.3333333333334,3,12.0,39,0,2,277,0.0,8,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0
4348567,CLASS,64.0909090909091,318,5313,457,0,251,62.63636363636363,11,0,9,41.27272727272727,318,807.2,5,105.36363636363636,636,0,7,278,0.0,124,0.0,3,0,0,11,0,0,3,24,21,0.7272727272727273,9,18,0
4369677,CLASS,25.694444444444443,411,3985,110,5,606,75.66666666666667,36,0,31,8.86111111111111,67,1529.5555555555557,9,34.55555555555556,411,1,3,9,0.0,35,0.0,0,0,0,2,0,0,1,6,6,1.0,1,19,0
4370541,CLASS,13.584158415841584,156,3985,39,14,495,74.38613861386139,101,0,96,8.683168316831683,171,3706.0,5,22.26732673267327,265,3,20,32,0.0,348,0.0,0,0,0,21,0,0,2,80,80,1.0,2,173,0
4404823,CLASS,20.555555555555557,104,816,72,2,111,70.33333333333333,9,0,9,8.222222222222221,37,3172.25,4,28.77777777777778,104,0,12,161,1.7857142857142858,56,0.0,0,1,0,4,0,0,1,9,9,1.0,0,34,0
4425585,CLASS,15.142857142857142,54,955,46,1,44,48.42857142857143,7,0,7,8.857142857142858,22,85.6,5,24.0,54,0,2,627,0.0,17,0.0,0,0,0,2,0,0,1,2,2,1.0,2,5,0
4429487,CLASS,13.222222222222221,48,726,29,2,92,65.66666666666667,9,0,9,3.0,10,97.0,5,16.22222222222222,48,1,6,460,0.0,60,0.0,0,0,0,2,0,10,1,9,9,1.0,2,25,0
4431504,CLASS,106.5,211,955,17,0,211,33.0,2,0,2,1.0,2,145.0,2,107.5,211,0,1,921,0.0,57,0.0,1,0,0,10,0,0,1,10,9,0.9,10,19,0
4431712,CLASS,61.0,61,623,0,0,61,50.0,1,0,1,0.0,0,83.0,1,61.0,61,0,8,623,0.0,40,0.0,2,0,0,4,0,0,2,7,5,0.5,4,12,0
4432039,CLASS,22.333333333333332,46,955,281,1,47,41.333333333333336,3,0,3,6.666666666666667,17,99.33333333333333,3,29.0,46,0,2,111,0.0,18,0.0,0,0,0,1,0,0,0,5,5,1.0,0,7,0
4433896,CLASS,46.42857142857143,227,1024,13,0,289,91.14285714285714,7,0,6,5.142857142857143,30,134.0,3,51.57142857142857,227,1,24,933,0.0,231,0.0,3,0,0,25,0,0,3,53,50,0.88,25,122,0
4455621,CLASS,25.149253731343283,131,2073,30,9,940,99.44776119402985,67,0,50,11.119402985074627,60,116.0,18,36.26865671641791,155,3,6,2,0.0,28,0.0,0,0,0,1,0,0,1,4,4,1.0,1,6,0
4456562,CLASS,441.0,441,214,0,0,441,39.0,1,0,1,0.0,0,5.0,1,441.0,441,0,1,214,0.0,15,0.0,0,0,0,2,0,0,0,3,3,1.0,2,7,0
4459231,CLASS,45.0,45,480,0,0,45,72.0,1,0,1,0.0,0,4.0,1,45.0,45,0,4,480,0.0,10,0.0,0,0,0,4,0,0,0,4,4,1.0,4,4,0
4468635,CLASS,70.8,649,1846,69,7,1171,89.76,25,0,20,23.96,214,138.375,8,94.76,663,0,1,114,0.0,74,0.0,1,0,0,1,0,24,0,1,0,0.0,1,1,3
4471447,CLASS,46.5,82,309,0,0,76,61.5,2,0,1,8.5,17,61.0,2,55.0,82,0,3,309,0.0,31,0.0,1,0,0,2,0,0,1,5,4,0.5,2,9,0
4489487,CLASS,70.33333333333333,193,1437,365,2,204,47.0,3,0,3,2.3333333333333335,4,72.0,3,72.66666666666667,193,0,1,340,0.0,16,0.0,0,0,0,2,0,0,0,2,2,1.0,2,2,2
4498741,CLASS,61.333333333333336,176,2390,609,0,175,63.333333333333336,3,0,3,3.0,7,59.0,3,64.33333333333333,176,0,1,562,0.0,19,0.0,0,0,0,2,0,0,2,2,2,1.0,2,7,0
4498078,CLASS,33.5,63,2460,753,0,61,61.5,2,0,2,3.0,6,108.0,2,36.5,63,0,4,954,0.0,10,0.0,0,0,0,4,0,0,0,4,4,1.0,4,4,0
4500236,CLASS,1607.1666666666667,6053,2341,295,0,7631,65.83333333333333,6,0,6,335.3333333333333,1434,247.4,5,1942.5,6053,0,8,569,0.0,12,0.0,0,0,0,5,0,0,0,5,5,1.0,0,5,0
4499277,CLASS,58.77777777777778,372,2397,160,0,354,72.88888888888889,9,0,6,19.444444444444443,47,224.5,4,78.22222222222223,372,0,12,954,0.0,246,0.0,2,0,0,15,2,10,10,35,31,0.7333333333333333,9,63,0
4502113,CLASS,37.96153846153846,249,1463,50,15,663,48.61538461538461,26,0,25,12.461538461538462,76,126.57142857142857,7,50.42307692307692,249,2,2,142,0.0,9,0.0,0,0,0,1,0,0,1,1,1,1.0,1,5,0
4503985,CLASS,37.714285714285715,139,566,39,4,153,51.57142857142857,7,0,6,15.857142857142858,59,118.0,5,53.57142857142857,139,0,9,289,0.0,77,0.0,4,0,0,8,0,4,5,11,7,0.5,7,15,9
4505549,CLASS,17.772727272727273,209,1623,69,6,250,79.81818181818181,22,0,19,6.409090909090909,47,148.16666666666666,6,24.181818181818183,209,1,12,85,0.0,191,0.0,4,0,0,13,2,0,11,31,23,0.5384615384615384,9,48,0
4542224,CLASS,17.08108108108108,105,2187,46,4,117,59.189189189189186,37,0,27,13.91891891891892,183,200.46666666666667,15,31.0,197,3,18,473,0.0,134,0.0,0,0,0,18,0,2,1,26,26,1.0,18,145,0
4546373,CLASS,197.0,197,574,0,0,197,63.0,1,0,1,0.0,0,7.0,1,197.0,197,0,1,574,0.0,20,0.0,0,0,0,0,0,3,0,0,0,0,0,0,2
4558000,CLASS,19.76086956521739,152,2195,33,6,18,56.84782608695652,46,0,40,19.369565217391305,456,241.6153846153846,13,39.130434782608695,456,1,10,653,0.0,306,0.0,0,0,0,7,0,0,13,49,49,1.0,6,137,0
4556934,CLASS,77.0,77,653,0,0,77,36.0,1,0,1,0.0,0,8.0,1,77.0,77,0,1,653,0.0,51,0.0,7,0,0,7,0,0,6,7,0,0.0,7,7,0
4556966,CLASS,6.363636363636363,18,2360,110,0,0,85.18181818181819,11,0,7,6.363636363636363,51,506.4,5,12.727272727272727,51,2,4,1147,0.0,8,0.0,0,0,0,3,0,0,0,3,3,1.0,0,3,0
4594162,CLASS,16.6,76,2302,171,1,74,69.2,5,0,5,1.8,4,69.25,4,18.4,76,1,3,1443,0.0,18,0.0,0,0,0,3,0,0,0,3,3,1.0,0,9,0
4594723,CLASS,198.0,198,969,0,0,198,76.0,1,0,1,0.0,0,15.0,1,198.0,198,0,3,969,0.0,116,0.0,3,0,0,13,0,0,4,17,14,0.7692307692307693,13,19,0
4601555,CLASS,8.275862068965518,24,2831,71,7,42,67.55172413793103,29,0,28,6.827586206896552,24,55.54545454545455,11,15.10344827586207,44,1,2,769,0.0,4,0.0,0,0,0,1,0,0,0,1,1,1.0,0,1,0
4611132,CLASS,126.0,521,1243,130,1,536,59.2,5,0,5,18.8,40,93.0,3,144.8,521,0,5,592,0.0,52,0.0,0,0,0,9,0,0,1,11,11,1.0,9,12,0
4627580,CLASS,14.0,32,754,131,0,36,76.66666666666667,3,0,3,2.0,6,151.0,3,16.0,32,0,3,359,0.0,10,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0
4633651,CLASS,11.352941176470589,193,2559,74,5,104,139.8235294117647,34,0,30,8.294117647058824,102,941.6,10,19.647058823529413,193,1,10,30,1.492537313432836,67,0.0,4,1,0,10,0,1,2,10,6,0.6,10,14,0
4643718,CLASS,7.8076923076923075,89,2797,93,2,36,68.76923076923077,26,0,23,6.423076923076923,72,1034.0,9,14.23076923076923,89,2,2,358,0.0,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
4647337,CLASS,8.0,29,3018,146,0,69,53.86666666666667,15,0,13,3.4,9,1153.1666666666667,6,11.4,29,1,1,819,0.0,16,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0
4648063,CLASS,9.0,48,5492,236,2,103,77.56521739130434,23,0,22,4.521739130434782,26,2007.0,10,13.521739130434783,52,1,7,51,0.0,77,0.0,0,0,0,17,0,1,0,17,17,1.0,5,47,0
4662159,CLASS,10.304347826086957,65,3018,109,3,144,49.391304347826086,23,0,22,4.043478260869565,32,878.7,10,14.347826086956522,65,1,2,511,0.0,12,0.0,1,0,0,2,0,0,0,2,1,0.5,2,2,0
4668044,CLASS,33.6,123,500,4,1,97,64.8,5,0,2,14.2,64,1640.0,2,47.8,123,0,2,478,0.0,37,0.0,0,0,0,2,0,1,1,5,5,1.0,2,13,1
4668085,CLASS,75.0,133,1068,234,0,142,69.5,2,0,2,4.0,8,458.0,2,79.0,133,0,4,599,0.0,19,0.0,1,0,0,3,0,0,1,3,2,0.6666666666666666,3,5,0
4666539,CLASS,8.826086956521738,56,2646,95,2,96,174.47826086956522,23,0,21,4.6521739130434785,23,797.2727272727273,11,13.478260869565217,56,0,9,440,0.0,57,0.0,2,0,0,3,0,0,1,13,11,0.3333333333333333,3,12,0
4703457,CLASS,10.517241379310345,234,5135,84,6,136,74.55172413793103,58,0,50,8.172413793103448,169,671.6666666666666,6,18.689655172413794,234,3,9,211,0.0,12,0.0,0,0,0,5,0,0,0,5,5,1.0,0,5,0
4716488,CLASS,9.625,26,784,76,1,19,57.25,8,0,7,7.25,26,157.25,4,16.875,29,2,4,169,0.0,19,0.0,2,0,0,2,0,0,2,2,0,0.0,2,2,0
6445238,CLASS,25.0,76,1047,169,1,85,40.666666666666664,6,0,5,10.833333333333334,40,1546.0,1,35.833333333333336,76,1,3,29,0.0,71,0.0,6,0,0,9,0,3,0,9,3,0.3333333333333333,9,16,0
7651598,CLASS,20.75,95,4686,292,1,119,54.125,16,0,15,13.3125,67,1013.6,5,34.0625,156,0,28,8,0.0,12,0.0,0,0,0,5,0,0,0,5,5,1.0,0,5,0
4972127,CLASS,9.444444444444445,34,931,103,3,30,39.22222222222222,9,0,9,6.111111111111111,18,859.0,2,15.555555555555555,52,0,2,2,0.0,15,0.0,0,0,0,1,0,0,1,2,2,1.0,1,6,0
3939400,CLASS,10.0,26,3457,106,0,23,62.25,4,0,4,4.25,13,1548.5,2,14.25,26,0,1,3030,0.0,6,0.0,0,0,0,2,0,0,0,2,2,1.0,2,2,0
